brand,model,description,price,exposition_days_count,images_count,label
JVC,LT-32FX38,Полностью в рабочем состоянии,10000.0,76,26,good
JVC,AV-2932W1,Полностью в рабочем состоянии,2000.0,129,11,good
Rolsen,C25R21,Полностью в рабочем состоянии,1000.0,7,18,good
Sharp,LC-46XD1RU,Полностью в рабочем состоянии,7000.0,57,4,good
Samsung,LT32E310EX,Полностью в рабочем состоянии,10000.0,35,28,good
Panasonic,TX-32FSR400,Полностью в рабочем состоянии,15000.0,156,11,good
AHB,JOY,Полностью в рабочем состоянии,1000.0,4,21,good
Samsung,UE32F6100,Полностью в рабочем состоянии,12000.0,116,29,good
LG,50PJ250R,"Сгорели igbt транзисторы ,купили в Митино их и заменили, проработал неделю и снова сгорели , наверное некачественные.
Доставку не предлагать!",1500.0,109,5,bad
Sony,KDL-42W653A,В хорошем состояние есть Wi-Fi подключение к интернету не разбирался не ченился обмен на манитор 144 герца,22000.0,65,10,good
LG,42LA621V,"Запчасти для телевизора разбит экран
Все детали в рабочем состоянии",4000.0,189,18,bad
Sharp,14A-1S,Телевизор б/у в рабочем состоянии,2000.0,24,7,good
Оникс,54ТЦ12-51П,Телевизор б/у в рабочем состоянии,1500.0,115,2,good
Витязь,14CTV730-3 Micra,Телевизор б/у в рабочем состоянии,500.0,143,24,good
Samsung, CK-3373TR,Телевизор б/у в рабочем состоянии,500.0,125,27,good
Sharp,LC-20D2RU,Телевизор б/у в рабочем состоянии,3000.0,144,20,good
SUPRA,STV-LC42560FL,Продам телевизор в идеальном состоянии,15000.0,200,21,excellent
Doffler,22CF14-T2,Продам телевизор в идеальном состоянии,8000.0,163,5,excellent
LG,32LA615V,Продам телевизор в идеальном состоянии,8000.0,29,24,excellent
DEXP,F43G8000C,Продам телевизор в идеальном состоянии,17000.0,110,5,excellent
LG,42LK530,Продам телевизор в идеальном состоянии,15000.0,145,19,excellent
Samsung,UE40J6240AU,Продам телевизор в идеальном состоянии,16000.0,79,2,excellent
Haier,LE32B8000T,"Продаю телевизор LE32B8000T
Диагональ - 32’
Состояние отличное! Почти не пользовались!
В комплекте пульт! Любые проверки на месте!
Цена без торга",7990.0,19,19,excellent
LG,43LF634V,"Шикарный большой телевизор со смартом больше добавить нечего, картинка сочная , приятная смотреть все что угодно через вай Фай просто бесценно , звоните, пишите",20000.0,107,5,excellent
Samsung,LE40C530F1W,"Телевизор в хорошем состоянии без повреждений, стоит лет 7 как не используется совсем, продаю за ненадобнлстью
Диагональ 40",14000.0,23,8,good
Рекорд,37ТЦ-5173,Новый был в коробке в идеальном состоянии !,3000.0,147,12,excellent
Vestel,VR3711TS,"Старенький, маленький телевизор, стоит давно. Диагональ 35см.Сломались кнопки и пропал звук. Пульт потеряли при переезде. Глюков не было, изображение хорошее. Может кому на запчасти, может, кто починит.",300.0,41,30,bad
Panasonic,TX-R37LX86K,"РАБОТАЕТ ХОРОШО , то самое качество",8900.0,122,21,good
Acer,AT2230,Состояние нового телевизора,10000.0,65,19,new
Samsung,LE-32B530,В хорошем рабочем состоянии,15000.0,94,23,good
Panasonic,OLED TX-65EZ950E,В хорошем рабочем состоянии,3500.0,150,21,good
Rolsen,RL-32B04U,В хорошем рабочем состоянии,5000.0,77,16,good
JVC,AV-2101BE,В хорошем рабочем состоянии,450.0,13,16,good
Philips,37PFL5603D,В хорошем рабочем состоянии,7999.0,90,20,good
Samsung,UE40C7000,В хорошем рабочем состоянии,20000.0,24,6,good
Haier,LE40K5000TF,В хорошем рабочем состоянии,12999.0,11,15,good
AKAI,14CT01,В хорошем рабочем состоянии,1500.0,110,20,good
Vestel,3710 TFT,В хорошем рабочем состоянии,550.0,23,22,good
LG,32CS460,В хорошем рабочем состоянии,7000.0,144,11,good
Samsung,UE55RU7400U,"Разбит экран.
В комплекте телевизор и шнур питания.
 Возможна продажа по запчастям.
Материнка 5000р
Блок питания 1000р
Сыетофильтры в сборе с подсветкой и крытом 6000р",8000.0,140,25,bad
Panasonic,TC-21F2,"В комплекте толька телевизор 
Рабочий",1200.0,145,29,good
LG,50UM7300,"Новый!!! 
В отличном состоянии, без повреждений. Не был в пользовании ни дня. Поставил в квартиру, где простоял 2 года в коробке в ожидании окончания ремонта. Пленка с рамок экрана на месте,в заводской упаковке.
Полный комплект,чек. Покупался в эльдорадо.
Продаю по причине покупки телевизора с большей диагональю.",39000.0,102,15,new
LG,42LV3700-ZC,"Срочно!! продадим ЖК телевизор LG в отличном состоянии с поддержкой смарт тв (через кабель).
Поддержка Wi-Fi - опционально.
Новая цифровая приставка в подарок!!!

Диагональ 42""
Разрешение FullHD 1920x1080
Тип подсветки Edge LED
Яркость 400 кд/м2
Динамическая контрастность 2000000:1
Угол обзора 178 градусов
Время отклика пикселя 3.5 мс

Звук Dolby Digital, объемное звучание (Surround), стереозвук
Суммарная мощность звука 20 Вт

Разъемы и интерфейсы:
AV-вход, Ethernet - RJ-45, SCART, USB Type-A, вход HDMI, вход HDMI x 3, вход VGA, выход аудио оптический, выход на наушники, композитный видеовход, компонентный видеовход, слот CI

Поддержка форматов:
DivX, MKV, MP3, MPEG4, WMA, XviD",15000.0,160,12,excellent
AKAI,LEA-32A08G,Не работает экран,900.0,39,7,bad
Philips,42PFL9603D,Не работает экран,1500.0,50,17,bad
Samsung,LT32E310EX,Не работает экран,2500.0,47,18,bad
HAMBER,43HRP6509,Не работает экран,5000.0,161,20,bad
Samsung,400UX-3,Не работает экран,1000.0,120,13,bad
Philips,32PFL7606H,Не работает экран,3500.0,191,2,bad
Сокол,37ТЦ7164,"Продаю на детали, два года назад работал, видимо садилась лампа у кинескопа, т.к. в нижней части экрани была полоска и цвета стали совсем бледные. Пульта от ТВ нет, поэтому работает ли сейчас сказать не могу. Телевизор находится на даче, в городе бываю раз в 5 дней, если территориально близко могу подвезти.",800.0,28,17,bad
Samsung,UE55RU7170U,"Продаётся телевизор, самсунг 7 серии, приобретался в 2020 году. Продаётся в связи с тем, что экран поломанный. Покупали за 60т.р.",9000.0,11,30,bad
Rolsen,RL-15S10,"Жидкокристаллический телевизор Rolsen RL-15S10 выполнен в классическом, серебристом дизайне. Модель обеспечивает изображение хорошего качества, а встроенные стерео динамики достойное звучание. Телевизор поддерживает разрешение 1024 x 768 пикселей. Широкие углы обзора позволяют комфортно просматривать любимые телепередачи. 
Все подробные характеристики указаны в фото. Самовывоз (3 этаж)",5000.0,40,17,no_data
Samsung,UE55MU6100U,Телевизор с разбитой матрицей !!! Продаём на утиль или запчасти в сервисы,3000.0,31,1,bad
Philips,20PF4121,Б/у в рабочем состоянии. Только пульт не на все кнопки реагирует.,2500.0,170,12,good
Samsung,UE55NU7090U,"Телевизор в отличном состоянии. Продажа по причине продажи квартиры! 

Телевизор, кабель, пульт. Ножки под вопросом, где-то должны быть!",35000.0,80,30,excellent
Sony,KLV-22BX300,"Продаю жк телевизор на подставке, 22 дюйма, пульт в наличии, разъем антенны возможно не работает, HDMI оба рабочие. Царапин нет, состояние хорошее. С цифровой приставкой через HDMI прекрасно показывает тв-каналы и видео",8000.0,145,2,good
Haier,50 SMART TV BX,"Продаётся б/у телевизор, приобретён в 2021 г., есть изъян (на фото указан), техрические характеристики на фото из руководства по эксплуатации, подставка в наличии.",15000.0,169,21,satisfactory
Sony,KDL-50WF665,Продам на запчасти,-1.0,169,24,bad
Doffler,43EFS67,Продам на запчасти,5000.0,190,25,bad
LG,42LB650V,Продам на запчасти,-1.0,176,19,bad
LG,42LM580T,Продам на запчасти,2000.0,78,25,bad
Philips,47PFL5522D,Продам на запчасти,1500.0,178,1,bad
LG,32LN613V,Продам на запчасти,4000.0,93,16,bad
LG,43UK6200PLA,Продам на запчасти,12000.0,112,26,bad
Samsung,QLED QE55Q77TAU,Продам на запчасти,18000.0,198,23,bad
Izumi,TLE15H311B,Продам на запчасти,2000.0,31,13,bad
Sony,KDL-49WE754,Продам на запчасти,5000.0,181,11,bad
LG,42PC3RV,Продам на запчасти,2500.0,140,30,bad
LG,49UB850V,Продам на запчасти,10000.0,193,14,bad
DEXP,F48D8000K,Продам на запчасти,3000.0,39,29,bad
Samsung,400UX-3,Продам на запчасти,500.0,113,2,bad
Samsung,CS-21B750,Продам на запчасти,500.0,119,13,bad
Samsung,UE55NU8070U,Продам на запчасти,1.0,77,9,bad
Samsung,UE40ES5507,Продам на запчасти,5000.0,113,8,bad
Philips,40PFT4101,Продам на запчасти,2000.0,46,19,bad
Mystery,MTV-3223LT2,Продам на запчасти,2000.0,38,13,bad
Samsung,UE49MU6670U,Продам на запчасти,5000.0,146,5,bad
Samsung,UE55AU7100U,Продам на запчасти,3000.0,81,25,bad
DEXP,F43D7000Q,Продам на запчасти,800.0,180,26,bad
Samsung,UE40J5200AU,Продам на запчасти,3000.0,150,5,bad
LG,49UJ630V,Продам на запчасти,7000.0,9,21,bad
Philips,42PFL5322,Продам на запчасти,2500.0,42,13,bad
LG,24TK410V-WZ,Продам на запчасти,1000.0,68,7,bad
MYSTERU,MTV-1428,Продам на запчасти,1000.0,167,27,bad
Samsung,UE55MU6100U,Продам на запчасти,5000.0,130,16,bad
Samsung,UE65TU7170U,Продам на запчасти,5000.0,124,6,bad
Sony,KDL-26EX553,Продам на запчасти,500.0,120,4,bad
LG,43UJ634V,Продам на запчасти,7000.0,29,15,bad
LG,32LN613V,Продам на запчасти,1500.0,26,24,bad
Samsung,UE32N5300AU,Продам на запчасти,2500.0,50,19,bad
Philips,32PFL3404,Продам на запчасти,3000.0,41,1,bad
Haier,32 Smart TV HX,Продам на запчасти,2000.0,186,30,bad
LG,55UM7300,Продам на запчасти,2000.0,124,29,bad
Philips,29PT8520,Продам на запчасти,650.0,1,30,bad
Sony,KLV-37S550A,Телевизор в отличном состоянии.,8000.0,152,7,excellent
Daewoo Electronics,L24S631VКE,Телевизор в отличном состоянии.,8000.0,72,16,excellent
LG,42LK551,Телевизор в отличном состоянии.,15000.0,140,28,excellent
Changhong,E-32B898,Телевизор в отличном состоянии.,8000.0,185,15,excellent
LG,42LB552V,Телевизор в отличном состоянии.,11000.0,152,27,excellent
Philips,21PT1654,Телевизор в отличном состоянии.,5000.0,73,29,excellent
Novex,NVT-32H201M,Телевизор в отличном состоянии.,8000.0,112,29,excellent
Xiaomi,Mi TV 4S 43,Телевизор в отличном состоянии.,15000.0,72,3,excellent
Samsung,UE40ES5537,Телевизор в отличном состоянии.,14000.0,178,16,excellent
Erisson,19LES71T2,Телевизор в отличном состоянии.,5500.0,29,9,excellent
Sony,KDL-40WD653,Телевизор в отличном состоянии.,12000.0,57,5,excellent
Samsung,UE26EH4000,Телевизор в отличном состоянии.,6500.0,173,10,excellent
Sharp,LC-20S5E,Телевизор в отличном состоянии.,5300.0,53,17,excellent
Samsung,UE32F5020AK,Телевизор в отличном состоянии.,11000.0,143,10,excellent
LG,42LK451,Телевизор в отличном состоянии.,18000.0,53,29,excellent
LG,65UJ634V,Телевизор в отличном состоянии.,35000.0,38,1,excellent
Samsung,LE40C530F1W,Телевизор в отличном состоянии.,14000.0,136,29,excellent
Samsung,UE37ES6307,Телевизор в отличном состоянии.,20000.0,146,24,excellent
Philips,46PFL3208T,Телевизор в отличном состоянии.,19000.0,9,10,excellent
Рекорд,CT2983PF,Телевизор в отличном состоянии.,2500.0,54,22,excellent
Samsung,PS43E450,Телевизор в отличном состоянии.,17000.0,106,30,excellent
Samsung,LE32C450E1W,Телевизор в отличном состоянии.,8000.0,47,29,excellent
LG,32LB561V,Телевизор в отличном состоянии.,7000.0,54,29,excellent
LG,22LF450U,Телевизор в отличном состоянии.,10000.0,108,8,excellent
LG,49UH610V,"Продам телевизор LG 49UH610V по запчастям:
Материнская плата EAX66943504(1.0) - 2000, 
Блок питания EAX66923201(1.4) - 1500
Модуль Wi-Fi TWFM-B006D - 300
Корыто с подсветкой - 500.
Текон и ножки проданы. 
Пока есть всё: рассеиватель, динамики, шлейфа, кнопка включения. Телевизор разбит, показывает. Отправка в регионы.",2000.0,170,14,bad
Samsung,LE-19R71B,Продам телевизор Samsung,2000.0,94,27,no_data
Shivaki,STV-32LED14,Ножка от телевизора Shivaki stv32led14 б/у,500.0,18,15,no_data
Samsung,UE32N4000AU,"Продам телевизор, как новый. Включали один раз. Срочно",17000.0,55,12,new
Philips,32PW9586,Продам телевизор с тумбой в рабочем состоянии,3000.0,141,20,good
LG,55LB631V,"Продам телевизор 55 дюймов , в хорошем состоянии, Smart TV, 2016 года,есть маленький нюанс ,который виден на фото",17000.0,23,25,good
DEXP,H28C7100C,продам на запчасти. матрица разбитая. блок питания рабочий. света диодный лента рабочи. запчасти исправно.,1000.0,82,29,bad
Avest,64 ТЦ-02 С 133,"Продам телевизор Avest 64 ТЦ-02 С. В хорошем состоянии (рабочий). Есть пульт и инструкция. Самовывоз. Торг

На телефон отвечаю редко, если не ответил, пишите сюда.",2000.0,101,17,good
LG,43UJ675V,"Продам телевизор, 43 дюйма, 4К, поддержка HDR, smart tv, управление курсором движениями пульта, подробные характеристики можно погуглить (43UJ675V). Плотностью исправен, продаю по причине покупки телевизора с большей диагональю",20000.0,58,20,good
LG,BM-LDS201,Продаем телевизор совсем  новый  просто дети кинули машинку поэтому потекла матрица  а так по факту ему всего 4 месяца,7500.0,153,20,bad
LG,32LD335,Телевизор LG,7000.0,77,25,no_data
LG,CF-21S10E,Телевизор LG,700.0,109,22,no_data
LG,43LH570V,Телевизор LG,35000.0,145,30,no_data
Samsung,UE46F6330,"Жк. Телевизор рабочий, смарт ТВ, функция 3D, комплект 3D очков.Торг.",14000.0,200,4,good
LG,43LH560V,Продаю телевизор LG 43LH520V на запчасти.Разбита матрица цену можно обговорить в лс,5000.0,166,11,bad
Panasonic,TC-14Z88R,"В рабочем состоянии ,возможен торг",700.0,186,18,good
LG,32LH2000,Состояние нового.,6999.0,106,15,new
Samsung,LE-37S81B,Состояние нового.,20000.0,152,29,new
Erisson,32LES90T2,Состояние нового.,6000.0,114,11,new
Haier,LE32M600,Состояние нового.,7000.0,92,1,new
TELEFUNKEN,TF-LED28S14,"Недорогой телевизор Telefunken TF-LED28S14 с диагональю 28 дюймов формата 16:9 – оптимальное решение для кухни или спальни. Благодаря наличию VGA-входа можно использовать данную модель в качестве монитора стационарного компьютера. Стильный дизайн, тонкий корпус, подставка для установки на горизонтальные поверхности и крепления стандарта VESA позволят легко вписать устройство в любой современный интерьер.LED-телевизор Telefunken TF-LED28S14 оснащен двумя динамиками, общей мощностью 10 ватт, аналоговым TV-тюнером. Также модель имеет USB-вход, позволяющий считывать аудио и видеофайлы с внешних носителей. Несмотря на невысокую цену, телевизор отличается хорошим качеством изображения, а также низким уровнем энергопотребления. Большие углы обзора (170/160 градусов) делают просмотр одинаково комфортным как при установке модели на подставку, так и при креплении на стену.",6500.0,7,9,satisfactory
Panasonic,TC-25V70R,Продам рабочий японский телевизор.,1300.0,154,11,good
Rolsen,C2150,"Телевизор в хорошем состоянии, без полос, есть пульт",2000.0,115,7,good
LG,26LE3300,Телевизор LG 26LE3300. В идеальном состоянии. Использовался редко. Возможна скидка. Предложите свою цену.,10000.0,89,22,excellent
Samsung,QLED The Frame QE75LS03TAU,"Вашему вниманию представляю дизайнерский телевизор - картина 75"" QLED The Frame TV 2020.

Покупался 25.09.2021г. в Фирменном магазине Samsung в ТЦ Ереван Плаза Москва.

Пользовался меньше года и очень редко, для просмотра фильмов в 4К.

В комплекте: приставка с невидемым кабелем One Connect, оригинальное крепление в плотную к стене WMN-M15EB, две оригинальные рамки белого цвета.

Состояние нового телевизора, приставка в заводской плёнке, сохранил коробку для перевозки.

Перекупы мимо, продаю не спеша.

Реальному покупателю - Торг.",199990.0,17,5,new
Samsung,UE55RU7470U,Полностью исправим как новый все документы коробка всё есть,35000.0,115,25,new
Samsung,UE50NU7002U,"Продаётся телевизор. Диагональ 125 . Все слоты работающие, динамики работают. В комплекте есть ножки для установки и пульт. В эксплуатации был чуть меньше года. Требуется замена матрицы.",9000.0,197,22,bad
Samsung,UE50TU7100U,"Продаю отличный телевизор безрамочный дизайн в идеальном состоянии. Покупался в декабре 2020года. Все исправно. Ничего не ремонтировалось. Продаю за ненадобностью. 
диагональ: 50""разрешение HD: 4K UHD игровой режим input lag. частота обновления экрана: 60 Гц форматы HDR: HDR10, HDR10+технология экрана: HDR, LED разъемы и интерфейсы: Ethernet - RJ-45, USB Type-A, вход HDMI x 2, выход аудио оптический, слот CI, слот CI/CI+беспроводная связь: Bluetooth, Miracast, Wi-Fiгод создания модели: 2020 платформа Smart TV: Tizen разрешение: 3840x2160тип матрицы экрана: VAт ип подсветки: Edge LED мощность звука: 20 Вт",33000.0,52,10,excellent
Samsung,CS-21M20ZQQ,Телевизор самсунг 700р. Состояние:хорошее но чуть-чуть грязный .,700.0,63,26,good
KIVI,43UP50GR,"Отличное состояние, торг по месту. Коробка, пульт, документы, все имеется. Играли приставку на нем, приставку продали, уже 2-3 месяца лежит в коробке.
Покупали за 30 тыс.",24000.0,88,24,excellent
Thomson,14MH10C,Телевизор диагональ 35см,600.0,117,25,no_data
Toshiba,37X3000,"Продаётся телевизор Toshiba REGZA 37X3000PR б/у.   
Коротко от телевизоре: LCD, 37"", 1920x1080, 1080p Full HD, звук: 20Вт, разъёмов HDMI: 2.
Состояние хорошее. Царапин нет.  Пульт в комплекте. 

Более подробную информацию прошу смотреть в интернете.",7000.0,70,28,good
DEXP,U65F8000H,"Год в использовании , нет ножек , в подарок отдам кронштейн , коробки тоже нет , т.к хранить не где было. Работает отлично , 65 диагональ , 4к, смарт. Не большой торг реальному покупателю.",27000.0,95,28,excellent
SUPRA,STV-LC24410FL,Телевизор Supra 24 дюйма с жидкокристаллическим экраном и LED подсветкой на кронштейне в отличном состоянии,4000.0,188,29,excellent
Rolsen,C21USR57NT,"Телевизор, в хорошем рабочем состоянии. Продаётся по причине приобретения более современной модели) 
В комплекте: телевизор, пульт, руководство по эксплуатации. 
Возможен торг.",1555.0,31,7,good
OK.,ODL32680H-SB,Не рабочий,1000.0,39,18,bad
LG,43LH570V,Не рабочий,3000.0,125,12,bad
SUPRA,CTV-14004,Не рабочий,200.0,3,26,bad
Philips,32PHT4201,"В отличном состоянии, все показывает, все работает. Купили побольше, поэтому продаём. Куплен в 2017 году, есть чек и документация, коробку выкинули, к сожалению.",6999.0,171,4,excellent
Samsung,QLED QE85Q60TAU,"Подадим отличный телевизор. Покупался в 2021 году в магазине Эльдорадо. В данный момент у крупных ритейлеров (эльдорадо мвидео днс)  телевизор не продаётся. Телевизор на гарантии. Преобретающему данный товар, тумба под тв в подарок. Продаём, т.к. слишком большой для нашей квартиры. Самовывоз, для транспортировки понадобится грузовая машина, телевизор очень габаритный
Технические характеристики:

Операционная система Tizen
Потребляемая мощность198 Вт

Экран
Диагональ 85"" (215.9 см)
ТехнологияQLED
Разрешение экрана3840x2160 Пикс (4K Ultra HD)
Поддержка HDRЕсть
Угол обзора по горизонтали178 °Угол обзора по вертикали178 °Частота обновления60 Гц
Воспроизведение видео через USBЕстьSmart TV Есть
УправлениеГолосомТаймер выключения Есть
Часы Есть
Защита от детей Есть
Функция TimeShift Есть
Запись телепередач (PVR)Есть
Смартфон в качестве пульта ДУ Есть
Технология HDMI ARC Есть",220000.0,134,26,excellent
LG,55UK6300,"Продам большой телевизор, качество картинки на высоте (4к), 2019 г выпуска. Wi-fi, Bluetooth, пульт меджик с указкой и голосовым управлением. Современный смарт.  В телевизоре есть все плюшки!)",40000.0,186,17,good
Sony,KDL-37V4000,"Телевизор Sony, 37 дюймов, в хорошем состоянии, всё работает. Телевизор не вскрывался и не ремонтировался. Эксплуатировался бережно. В комплекте пульт. Помогу с доставкой.",10000.0,136,19,good
Samsung,UE32ES5507,"Продаю самсунг смарт ТВ 32 диагональ, в хорошем состоянии, всё работает исправно.",12000.0,118,6,good
LG,49LK5400,"Телевизор LED LG 49LK5400 2019 года - стильная модель с невероятно тонким исполнением и классическим черным оформлением рамки и подставки. Устройство оборудовано Direct LED экраном, при котором подсвечивающие матрицу светодиоды располагаются позади нее по всей площади. Внушительная диагональ, равная 49 дюймам (123 см) позволяет разместить ее в помещении с большой площадью. Вы сможете просматривать контент в формате высокой четкости FullHD (1920x1080 пикселей). Модель имеет стандартный формат экрана (16:9) и поддержку HDR.
Картинка на экране телевизора LED LG 49LK5400 обновляется с частотой 50 Гц. Интегрированный Wi-Fi-адаптер и поддержка Smart TV существенно расширяют функционал представленной модели, добавляя в нее возможности, присущие компьютеру. Благодаря поддержке тюнеров DVB-T, DVB-T2, DVB-C, DVB-S и DVB-S2 вы сможете наслаждаться каналами цифрового и спутникового телевещания. Впечатления от просмотра любимых телепередач и кинолент будут дополнены мощным звуком с эффектом объемного звучания, выдаваемым из встроенных динамиков.

ВОЗМОЖЕН ТОРГ!!!",30000.0,169,21,excellent
Rolsen,RL-15X11,Телевизор не рабочий поэтому выставлен на продажу,450.0,166,25,bad
LG,32LE5500,"Телевизор  диагональ 81 см.Полетела матрица, нечёткое изображение на экране.",2000.0,110,13,bad
Sony,KDL-42W817B,"В отличном состоянии, в комплекте пульт управления",20000.0,8,11,excellent
Samsung,UE32EH6037,"Телевизор в отличном состоянии. Единственное, что появляется тонкая полоска справа и исчезает на несколько месяцев. Она не мешает просмотру. В динамической картинке её просто не видно. Не ремонтировался. Проблем с ним нет. Работает исправно. В комплекте имеется пульт. Продаем из-за переезда.",4000.0,197,22,excellent
Samsung,UE40NU7170U,"Пользовались мало , дети задели экран и трещина пошла , все остальное работает , надо заменить экран или использовать на запчасти.",10000.0,99,21,bad
Sony,KDL-40RD353,"Телевизор не включается, работал отлично, экран целый, блок питания работает, на запчасти или под востановление.",6500.0,79,11,bad
Mystery,MTV-2223LW,"Продам телевизор , состояние б/у, в комплекте пульт, коробка",3000.0,84,6,good
SUPRA,STV-LC3225AWL,"Продам телевизор, состояние хорошее",6000.0,68,27,good
Samsung,UE40ES5557,"Состояние очень хорошее, пульт(следы от детских зубов), шнур питания. Диагональ 102 см. В отличии от более поздних моделей, здесь установлена металлическая задняя панель, что делает его достаточно увесистым для установки на подставку.",18999.0,8,22,good
Samsung,LE32B450C4W,"Продаю телевизор Samsung, чёрный. Есть кронштейн, есть подставка, пульт. Нареканий в работе нет, продаём в связи с переездом. Характеристики в фотографиях. Самовывоз.",8000.0,25,30,good
Haier,58 SMART TV BX,"Купили пол года назад новый ТВ, разбили дети перестал показывать экран , на запчасти !!!!",5000.0,18,28,bad
LG,42LB580V,"В хорошем состоянии , четко показывает , крепления настенное !",8000.0,70,15,good
SUPRA,STV-LC32T440WL,"Битая матрица, материнка(от 3тр на разборках) и пр рабочее, нет ножек(тк висел и их выкинули)",999.0,175,22,bad
Erisson,14 GX 37,"Телевизор в рабочем состоянии маленький ,без пульта",900.0,167,2,good
Samsung,CS-2139 R,В нормальном состоянии,800.0,186,16,good
Erisson,1405,В нормальном состоянии,3000.0,169,5,good
JVC,AV-14A3,В нормальном состоянии,900.0,143,27,good
LG,CF-20D31KE,В нормальном состоянии,1000.0,70,21,good
DEXP,H32F7000K,"Продам телевизор, в хорошем состояние
Есть пульт,ножки где то были, но если не найду
Отдам с кранштейном",9500.0,109,22,good
Haier,LE43K6000SF,Состояние отличное.,20000.0,62,18,excellent
Sharp,LC-20B2MA,Состояние отличное.,3000.0,90,27,excellent
SUPRA,STV-LC3201W,Состояние отличное.,4500.0,128,16,excellent
TELEFUNKEN,TF-LED32S39T2S,Состояние отличное.,10000.0,82,17,excellent
TELEFUNKEN,TF-LED32S99T2,Состояние отличное.,10000.0,131,15,excellent
Sharp,LC-32HG3142E,Разбита матрица.,1000.0,58,28,bad
Philips,40PUS6809,Разбита матрица.,3000.0,67,6,bad
Samsung,UE50F5000,Разбита матрица.,3000.0,92,27,bad
LG,49UH610V,Разбита матрица.,5000.0,14,29,bad
Hi,55USY151X,Разбита матрица.,5000.0,171,18,bad
LG,42LS345T,Разбита матрица.,1000.0,45,28,bad
LG,39LB650V,Разбита матрица.,-1.0,153,12,bad
DEXP,H32E8000Q,Разбита матрица.,1500.0,124,27,bad
Sony,KDL-46S2000,Разбита матрица.,1200.0,6,5,bad
Samsung,UE32EH5307,Разбита матрица.,2000.0,46,13,bad
LG,32LB561V,Разбита матрица.,700.0,64,9,bad
AMCV,LE-32ZTH06,Разбита матрица.,2000.0,85,28,bad
Samsung,UE49KU6500U,Разбита матрица.,5000.0,131,12,bad
LG,55UM7300,Разбита матрица.,6000.0,79,29,bad
DEXP,H32F7100C,Разбита матрица.,2000.0,196,21,bad
LG,42LA662V,Разбита матрица.,3000.0,16,8,bad
LG,43LH560V,Разбита матрица.,5000.0,193,25,bad
LG,65UP75006LF,Разбита матрица.,5990.0,92,1,bad
Samsung,UE32M5550AU,Разбита матрица.,3500.0,158,9,bad
Samsung,LE-23R82B,Разбита матрица.,1000.0,77,15,bad
Витязь,43LF0207,Разбита матрица.,2000.0,169,6,bad
LG,43UH603V,Разбита матрица.,2500.0,46,7,bad
LG,43UK6300,Разбита матрица.,5000.0,31,23,bad
Samsung,UE42F5000,Разбита матрица.,2000.0,102,3,bad
Samsung,UE49NU7100U,Разбита матрица.,3000.0,174,25,bad
LG,32LA667V,Разбита матрица.,5000.0,75,25,bad
LG,43UJ630V,Разбита матрица.,2500.0,163,30,bad
LG,42PQ200R,"Продаю плазменный телевизор, диагональ 107 см, в отличном состоянии, не вскрывался, не ломался, пульт рабочий все кнопки работают.",15000.0,124,3,excellent
Samsung,LE-32A451C1,В хорошем состоянии. Торг,5555.0,113,14,good
LG,42LN570V,"Продаю телевизор, полностью в рабочем состояние, wi-fi, lan, smart tv, антена. На экране имеется не большой дефект в виде царапины (при переезде задели) на работу не влияет.",7000.0,124,25,satisfactory
Toshiba,32LV933,"Телевизор в отличном состоянии, ни царапинки. 
Родной пульт с подставкой в комплекте. 

Можно повесить на стену. 

На второй картинке видео работы, смотрим. 

Для цифры нужна приставка, от домовой антенны без проблем. 

Все порты рабочие. 

Торга нет.

Самовынос с 3 этажа без лифта, он легкий так что без проблем.",6000.0,33,21,excellent
Samsung, CK-2185VR,"Только чёрный, Серый продан 
В хорошем состоянии, изображение четкое и цветное. Плохо сфотографировал телефон. В живую хорошо",500.0,81,9,good
LG,43UJ634V,Продаю на запчасти.,5000.0,77,18,bad
LG,43LJ610V,Продаю на запчасти.,4000.0,2,18,bad
Samsung,UE40H5270,На запчасти. Разбита только матрица и ободок. А так в пол не рабочий.,2500.0,153,26,bad
Samsung,UE46ES8007,"Led телевизор, на матрице полосы вертикальные, но показывает, пульты в комплекте. На ремонт, царапин и других нюансов нет.
в 2 usb портах пластмассовая часть внутри вывалилась, поэтому usb 1 можно пользоваться, в тех сам вход поменять и будет работать.",10000.0,194,1,bad
Toshiba,14 A3 R,"В хорошем состоянии, рабочий, цветной.",1500.0,58,25,good
LG,19MN43D-PZ,52 см диагональ,500.0,194,24,no_data
Toshiba,14 N1 XRS,"Продам телевизор б/у , на дачу очень подойдёт",750.0,32,12,good
AKAI,LTA-32C903,"В хорошем рабочем состояниии, без пульта",3500.0,44,28,good
LG,42LN540V,"Телевизор LG 42 диагональ, потух экран, после диагностики мастера выяснилось что перегорела подсветка, остальное работает. Механических повреждений не было. Ремонтировать не стал купил с диагональю большей. Пуль и подставка есть.",10000.0,106,22,bad
Sony,KLV-26NX400,"Модель Sony KLV 26NX400. Телевизор в рабочем состоянии без пульта. Использовался как монитор. Срочная продажа до пятницы, затем сниму из-за отъезда, звоните! Торг возможен.",3500.0,42,24,good
LG,42LB671V,"телевизор битый. можно использовать для прослушивания музыки и подкастов на Ютюб . смарт , вайфай.",5000.0,132,25,bad
Erisson,1401,Торг уместен,4000.0,89,3,no_data
MYSTERU,MTV-1428,"на запчасти ,не включается не знаю
 причину",700.0,180,29,bad
