seller_id;quantity;date
117;14;2021-06-22
185;33;2021-06-18
263;17;2021-06-15
225;41;2021-06-14
102;11;2021-06-28
493;8;2021-06-10
473;18;2021-06-11
156;9;2021-06-07
8;17;2021-06-12
259;9;2021-06-04
202;20;2021-06-03
375;26;2021-06-28
149;19;2021-06-06
50;9;2021-06-26
333;21;2021-06-03
132;83;2021-06-24
184;70;2021-06-14
233;11;2021-06-27
367;16;2021-06-15
406;13;2021-06-06
275;15;2021-06-28
421;20;2021-06-26
464;12;2021-06-16
91;6;2021-06-05
48;15;2021-06-09
333;35;2021-06-24
14;16;2021-06-22
223;14;2021-06-06
325;10;2021-06-26
290;4;2021-06-09
100;23;2021-06-07
208;15;2021-06-03
407;14;2021-06-12
9;22;2021-06-06
277;9;2021-06-05
74;12;2021-06-02
42;11;2021-06-01
23;21;2021-06-27
37;28;2021-06-13
220;7;2021-06-22
218;30;2021-06-27
300;20;2021-06-13
59;15;2021-06-22
348;8;2021-06-26
299;56;2021-06-23
90;9;2021-06-03
396;31;2021-06-12
311;38;2021-06-24
451;22;2021-06-17
5;9;2021-06-26
201;14;2021-06-12
279;50;2021-06-24
176;65;2021-06-23
477;29;2021-06-21
471;17;2021-06-15
366;38;2021-06-15
265;18;2021-06-03
24;20;2021-06-26
482;19;2021-06-19
460;15;2021-06-19
158;14;2021-06-25
462;21;2021-06-12
393;7;2021-06-09
107;12;2021-06-05
8;14;2021-06-19
450;34;2021-06-14
420;38;2021-06-23
32;8;2021-06-09
462;11;2021-06-22
338;12;2021-06-25
70;26;2021-06-10
445;16;2021-06-10
77;11;2021-06-02
123;31;2021-06-23
15;16;2021-06-08
236;22;2021-06-13
209;14;2021-06-01
39;24;2021-06-25
234;11;2021-06-04
194;13;2021-06-15
297;13;2021-06-26
255;31;2021-06-12
377;23;2021-06-18
136;3;2021-06-09
41;19;2021-06-08
444;10;2021-06-10
393;19;2021-06-22
420;34;2021-06-10
432;26;2021-06-01
270;19;2021-06-08
96;9;2021-06-05
279;6;2021-06-18
146;18;2021-06-11
331;11;2021-06-09
387;17;2021-06-26
464;8;2021-06-08
438;15;2021-06-05
53;62;2021-06-13
279;10;2021-06-01
446;18;2021-06-06
239;23;2021-06-12
389;27;2021-06-15
330;8;2021-06-05
22;14;2021-06-20
432;23;2021-06-25
426;8;2021-06-09
430;30;2021-06-12
224;23;2021-06-08
14;22;2021-06-12
139;23;2021-06-14
171;68;2021-06-24
436;11;2021-06-28
468;5;2021-06-10
68;14;2021-06-03
47;20;2021-06-07
366;12;2021-06-19
195;11;2021-06-15
332;20;2021-06-18
246;22;2021-06-23
333;20;2021-06-11
487;9;2021-06-11
314;11;2021-06-09
0;343;2021-06-12
440;14;2021-06-12
106;14;2021-06-11
67;15;2021-06-26
367;12;2021-06-26
453;23;2021-06-25
146;9;2021-06-05
122;12;2021-06-18
316;17;2021-06-05
70;23;2021-06-21
428;10;2021-06-12
193;20;2021-06-22
440;7;2021-06-21
325;19;2021-06-25
47;25;2021-06-21
324;18;2021-06-20
348;20;2021-06-23
371;16;2021-06-02
208;23;2021-06-12
93;10;2021-06-09
434;38;2021-06-23
180;9;2021-06-28
48;7;2021-06-06
452;15;2021-06-18
189;51;2021-06-24
19;14;2021-06-08
269;12;2021-06-07
116;10;2021-06-10
280;12;2021-06-13
217;36;2021-06-18
366;13;2021-06-02
394;2;2021-06-21
179;26;2021-06-07
66;22;2021-06-15
466;38;2021-06-14
392;8;2021-06-04
207;23;2021-06-13
410;20;2021-06-18
105;29;2021-06-28
275;13;2021-06-25
171;20;2021-06-08
408;28;2021-06-23
259;18;2021-06-17
21;34;2021-06-12
256;17;2021-06-04
405;19;2021-06-18
187;16;2021-06-20
3;32;2021-06-20
279;15;2021-06-21
450;22;2021-06-23
470;31;2021-06-14
348;15;2021-06-03
134;12;2021-06-11
270;21;2021-06-18
455;27;2021-06-23
396;25;2021-06-27
356;33;2021-06-14
181;17;2021-06-25
213;22;2021-06-22
270;20;2021-06-15
171;22;2021-06-02
305;66;2021-06-14
268;9;2021-06-11
482;19;2021-06-04
55;26;2021-06-12
273;16;2021-06-28
295;11;2021-06-28
300;14;2021-06-22
399;34;2021-06-13
329;34;2021-06-08
480;19;2021-06-10
218;11;2021-06-11
255;70;2021-06-23
84;24;2021-06-26
287;13;2021-06-21
285;12;2021-06-22
284;11;2021-06-19
69;8;2021-06-26
380;18;2021-06-27
73;23;2021-06-25
443;38;2021-06-14
364;30;2021-06-03
280;26;2021-06-16
10;11;2021-06-21
114;27;2021-06-22
397;10;2021-06-18
111;16;2021-06-06
267;17;2021-06-18
365;13;2021-06-28
89;72;2021-06-13
307;11;2021-06-19
32;18;2021-06-17
396;13;2021-06-07
2;42;2021-06-16
152;13;2021-06-27
365;8;2021-06-06
322;13;2021-06-15
196;11;2021-06-09
152;8;2021-06-04
310;10;2021-06-16
337;13;2021-06-28
83;11;2021-06-10
176;16;2021-06-27
212;12;2021-06-03
105;11;2021-06-21
367;19;2021-06-13
351;33;2021-06-02
100;17;2021-06-02
147;17;2021-06-07
53;18;2021-06-20
280;16;2021-06-07
253;12;2021-06-22
279;9;2021-06-17
432;5;2021-06-27
87;92;2021-06-13
335;22;2021-06-21
249;10;2021-06-05
228;20;2021-06-28
107;14;2021-06-16
346;40;2021-06-14
347;20;2021-06-22
49;10;2021-06-05
308;11;2021-06-09
183;12;2021-06-07
17;86;2021-06-14
161;34;2021-06-08
302;15;2021-06-10
110;20;2021-06-16
38;33;2021-06-06
34;17;2021-06-07
123;13;2021-06-16
419;17;2021-06-05
417;17;2021-06-22
64;20;2021-06-06
299;33;2021-06-24
4;14;2021-06-08
396;33;2021-06-24
192;17;2021-06-02
305;15;2021-06-07
473;20;2021-06-28
70;18;2021-06-05
486;18;2021-06-12
407;26;2021-06-16
32;11;2021-06-21
133;18;2021-06-15
455;22;2021-06-28
158;13;2021-06-27
488;19;2021-06-07
344;27;2021-06-21
399;13;2021-06-09
229;13;2021-06-21
480;37;2021-06-24
287;35;2021-06-25
44;10;2021-06-07
332;22;2021-06-23
270;21;2021-06-13
205;31;2021-06-01
385;20;2021-06-12
436;18;2021-06-22
82;10;2021-06-20
149;9;2021-06-17
225;8;2021-06-17
92;14;2021-06-15
488;8;2021-06-25
180;33;2021-06-23
379;14;2021-06-15
91;6;2021-06-03
421;11;2021-06-13
210;28;2021-06-06
306;10;2021-06-16
5;65;2021-06-14
67;13;2021-06-18
77;21;2021-06-05
167;8;2021-06-21
461;12;2021-06-28
24;11;2021-06-18
371;18;2021-06-27
330;39;2021-06-24
233;8;2021-06-17
282;10;2021-06-15
382;30;2021-06-10
420;32;2021-06-24
339;8;2021-06-16
328;16;2021-06-22
321;19;2021-06-02
0;21;2021-06-07
177;13;2021-06-08
117;25;2021-06-15
206;24;2021-06-04
79;15;2021-06-26
356;17;2021-06-08
450;29;2021-06-03
362;10;2021-06-21
254;12;2021-06-18
341;24;2021-06-22
35;8;2021-06-26
162;26;2021-06-19
437;18;2021-06-17
339;22;2021-06-26
85;36;2021-06-03
59;19;2021-06-12
361;14;2021-06-06
57;22;2021-06-17
65;8;2021-06-28
35;20;2021-06-25
113;31;2021-06-12
236;12;2021-06-22
22;28;2021-06-17
360;35;2021-06-23
60;18;2021-06-16
350;9;2021-06-27
1;12;2021-06-07
373;18;2021-06-27
197;25;2021-06-12
362;39;2021-06-24
72;25;2021-06-28
377;17;2021-06-20
464;22;2021-06-11
202;32;2021-06-23
36;28;2021-06-03
181;44;2021-06-24
2;127;2021-06-14
111;44;2021-06-24
25;9;2021-06-22
488;26;2021-06-23
472;4;2021-06-26
182;40;2021-06-23
221;33;2021-06-19
368;10;2021-06-04
439;30;2021-06-23
160;5;2021-06-12
150;20;2021-06-04
185;8;2021-06-15
350;15;2021-06-25
102;32;2021-06-26
98;15;2021-06-02
377;17;2021-06-22
416;19;2021-06-20
46;23;2021-06-25
134;13;2021-06-01
62;15;2021-06-28
482;28;2021-06-22
243;8;2021-06-25
91;11;2021-06-10
88;16;2021-06-13
269;28;2021-06-08
217;19;2021-06-25
314;33;2021-06-02
408;15;2021-06-11
200;17;2021-06-12
130;23;2021-06-06
212;37;2021-06-23
474;22;2021-06-01
417;7;2021-06-09
4;20;2021-06-26
326;17;2021-06-02
178;24;2021-06-08
318;5;2021-06-17
292;18;2021-06-04
286;13;2021-06-08
40;27;2021-06-11
10;10;2021-06-15
263;14;2021-06-25
78;16;2021-06-08
26;16;2021-06-28
52;20;2021-06-04
350;18;2021-06-28
257;46;2021-06-23
137;8;2021-06-03
284;19;2021-06-21
317;15;2021-06-12
296;25;2021-06-13
55;13;2021-06-16
326;14;2021-06-21
70;13;2021-06-18
420;10;2021-06-18
118;10;2021-06-27
139;28;2021-06-19
445;19;2021-06-15
423;5;2021-06-26
466;13;2021-06-28
278;8;2021-06-22
293;14;2021-06-02
13;12;2021-06-08
8;215;2021-06-13
350;33;2021-06-07
7;17;2021-06-09
158;4;2021-06-19
114;21;2021-06-03
224;24;2021-06-09
106;13;2021-06-06
23;14;2021-06-11
109;15;2021-06-14
372;35;2021-06-14
388;27;2021-06-02
295;7;2021-06-03
81;34;2021-06-12
317;11;2021-06-15
43;41;2021-06-23
367;12;2021-06-12
4;21;2021-06-11
299;12;2021-06-16
282;12;2021-06-10
464;33;2021-06-12
253;10;2021-06-15
206;9;2021-06-25
12;34;2021-06-17
15;20;2021-06-26
484;30;2021-06-10
94;8;2021-06-01
37;27;2021-06-05
396;10;2021-06-20
393;35;2021-06-24
230;8;2021-06-06
251;8;2021-06-02
283;16;2021-06-09
299;34;2021-06-14
286;30;2021-06-23
373;20;2021-06-28
7;87;2021-06-24
35;9;2021-06-01
253;14;2021-06-09
108;15;2021-06-09
283;14;2021-06-25
67;11;2021-06-16
405;21;2021-06-12
281;36;2021-06-23
429;22;2021-06-15
108;17;2021-06-07
1;23;2021-06-22
44;15;2021-06-08
432;17;2021-06-09
67;59;2021-06-24
420;33;2021-06-14
0;54;2021-06-16
13;18;2021-06-27
378;23;2021-06-14
186;6;2021-06-04
418;6;2021-06-17
448;41;2021-06-14
345;15;2021-06-22
375;38;2021-06-14
126;24;2021-06-08
65;29;2021-06-08
210;17;2021-06-09
434;7;2021-06-18
241;13;2021-06-17
205;16;2021-06-04
337;12;2021-06-18
316;7;2021-06-11
223;9;2021-06-18
461;11;2021-06-16
106;31;2021-06-14
297;24;2021-06-13
101;12;2021-06-10
366;15;2021-06-12
492;32;2021-06-24
87;15;2021-06-08
259;22;2021-06-25
45;18;2021-06-21
286;5;2021-06-18
394;12;2021-06-07
368;25;2021-06-07
136;40;2021-06-13
490;25;2021-06-24
278;49;2021-06-14
441;25;2021-06-13
365;23;2021-06-18
40;16;2021-06-08
438;13;2021-06-21
364;3;2021-06-09
44;21;2021-06-17
211;10;2021-06-27
269;10;2021-06-22
302;7;2021-06-02
454;21;2021-06-28
29;18;2021-06-10
330;24;2021-06-02
127;35;2021-06-21
90;21;2021-06-16
361;15;2021-06-22
499;14;2021-06-27
345;16;2021-06-19
296;16;2021-06-20
253;18;2021-06-08
294;13;2021-06-27
76;24;2021-06-09
318;24;2021-06-18
30;7;2021-06-17
340;9;2021-06-02
162;8;2021-06-03
249;30;2021-06-13
272;13;2021-06-28
65;15;2021-06-25
164;6;2021-06-19
38;20;2021-06-22
82;86;2021-06-13
228;26;2021-06-22
361;7;2021-06-01
133;18;2021-06-18
71;11;2021-06-27
451;35;2021-06-14
288;21;2021-06-21
340;28;2021-06-15
170;13;2021-06-10
37;94;2021-06-14
130;7;2021-06-11
294;14;2021-06-08
338;19;2021-06-28
293;12;2021-06-18
214;13;2021-06-15
90;35;2021-06-02
259;42;2021-06-09
157;10;2021-06-08
168;24;2021-06-16
155;12;2021-06-24
495;24;2021-06-17
145;41;2021-06-13
374;9;2021-06-20
107;41;2021-06-14
383;16;2021-06-25
419;22;2021-06-20
343;17;2021-06-22
85;70;2021-06-14
288;13;2021-06-09
98;18;2021-06-20
26;54;2021-06-24
306;26;2021-06-11
123;6;2021-06-20
237;16;2021-06-12
44;8;2021-06-28
209;7;2021-06-17
235;76;2021-06-14
148;19;2021-06-02
284;22;2021-06-18
421;12;2021-06-12
475;18;2021-06-08
305;21;2021-06-03
322;9;2021-06-25
24;37;2021-06-08
388;37;2021-06-24
415;12;2021-06-22
269;11;2021-06-09
334;23;2021-06-09
165;12;2021-06-21
288;14;2021-06-01
388;9;2021-06-15
67;12;2021-06-04
74;11;2021-06-07
42;17;2021-06-21
192;15;2021-06-26
66;24;2021-06-13
36;19;2021-06-02
406;8;2021-06-19
363;19;2021-06-12
393;18;2021-06-13
196;22;2021-06-08
167;6;2021-06-04
12;38;2021-06-02
301;21;2021-06-26
370;27;2021-06-06
66;11;2021-06-01
333;29;2021-06-21
389;27;2021-06-13
401;23;2021-06-15
72;6;2021-06-20
354;9;2021-06-03
136;4;2021-06-17
432;10;2021-06-13
89;20;2021-06-12
245;17;2021-06-27
58;22;2021-06-17
110;15;2021-06-22
89;11;2021-06-21
27;4;2021-06-12
457;22;2021-06-24
378;19;2021-06-04
260;20;2021-06-12
244;33;2021-06-23
87;10;2021-06-04
348;35;2021-06-13
354;10;2021-06-18
123;27;2021-06-24
216;21;2021-06-27
222;23;2021-06-27
356;12;2021-06-26
117;16;2021-06-01
304;12;2021-06-21
119;13;2021-06-18
150;6;2021-06-28
313;18;2021-06-01
232;39;2021-06-23
42;9;2021-06-08
339;36;2021-06-24
128;24;2021-06-26
259;8;2021-06-08
366;22;2021-06-06
25;24;2021-06-02
34;9;2021-06-17
255;25;2021-06-21
91;6;2021-06-22
185;36;2021-06-23
218;22;2021-06-06
392;7;2021-06-20
389;19;2021-06-22
442;7;2021-06-15
141;74;2021-06-14
431;32;2021-06-24
43;8;2021-06-21
237;9;2021-06-01
360;23;2021-06-13
352;31;2021-06-13
19;126;2021-06-14
233;13;2021-06-01
205;20;2021-06-17
362;13;2021-06-09
114;9;2021-06-27
278;8;2021-06-16
309;21;2021-06-06
370;10;2021-06-14
163;17;2021-06-06
354;21;2021-06-08
115;25;2021-06-02
174;50;2021-06-24
333;15;2021-06-27
203;7;2021-06-01
173;9;2021-06-03
76;37;2021-06-08
96;81;2021-06-13
410;12;2021-06-21
173;43;2021-06-23
266;14;2021-06-08
83;10;2021-06-18
65;13;2021-06-15
120;17;2021-06-20
273;14;2021-06-21
191;27;2021-06-12
142;32;2021-06-16
215;15;2021-06-27
421;31;2021-06-06
62;12;2021-06-27
272;13;2021-06-18
338;17;2021-06-20
328;31;2021-06-11
181;21;2021-06-08
340;12;2021-06-25
303;18;2021-06-01
117;11;2021-06-03
6;91;2021-06-23
122;34;2021-06-13
384;9;2021-06-10
316;22;2021-06-23
40;12;2021-06-04
233;26;2021-06-24
493;17;2021-06-24
9;28;2021-06-22
405;11;2021-06-28
87;12;2021-06-17
430;9;2021-06-27
219;11;2021-06-19
461;11;2021-06-11
77;30;2021-06-14
394;12;2021-06-19
374;24;2021-06-26
74;99;2021-06-24
218;27;2021-06-28
13;7;2021-06-18
145;11;2021-06-28
306;3;2021-06-22
155;11;2021-06-09
77;25;2021-06-09
10;24;2021-06-20
60;99;2021-06-24
128;25;2021-06-20
354;22;2021-06-27
483;6;2021-06-22
470;42;2021-06-23
40;15;2021-06-12
295;20;2021-06-06
383;15;2021-06-17
81;102;2021-06-13
177;19;2021-06-03
236;12;2021-06-25
357;21;2021-06-23
37;126;2021-06-24
380;47;2021-06-14
3;8;2021-06-16
356;26;2021-06-19
70;12;2021-06-04
214;21;2021-06-10
75;14;2021-06-27
449;9;2021-06-09
353;30;2021-06-05
326;19;2021-06-15
364;9;2021-06-23
236;35;2021-06-24
106;19;2021-06-25
241;16;2021-06-12
399;22;2021-06-16
402;24;2021-06-23
120;79;2021-06-24
16;7;2021-06-09
112;10;2021-06-08
331;47;2021-06-24
230;10;2021-06-18
200;28;2021-06-19
418;24;2021-06-05
295;15;2021-06-02
281;19;2021-06-05
259;23;2021-06-27
203;67;2021-06-14
132;11;2021-06-20
194;46;2021-06-23
371;15;2021-06-08
97;19;2021-06-22
262;17;2021-06-11
151;9;2021-06-19
127;18;2021-06-06
336;7;2021-06-09
112;13;2021-06-11
119;20;2021-06-28
289;36;2021-06-25
108;12;2021-06-22
113;20;2021-06-04
146;29;2021-06-23
118;15;2021-06-17
67;33;2021-06-15
84;9;2021-06-05
36;30;2021-06-15
35;13;2021-06-11
155;15;2021-06-18
258;23;2021-06-15
173;13;2021-06-27
188;15;2021-06-02
44;90;2021-06-13
392;19;2021-06-27
128;18;2021-06-17
375;18;2021-06-13
146;11;2021-06-07
179;15;2021-06-16
119;10;2021-06-10
331;9;2021-06-04
98;17;2021-06-24
290;13;2021-06-16
167;34;2021-06-23
461;14;2021-06-15
477;16;2021-06-20
114;15;2021-06-09
130;20;2021-06-09
441;8;2021-06-21
178;18;2021-06-25
112;18;2021-06-24
444;32;2021-06-11
137;71;2021-06-24
148;11;2021-06-28
96;10;2021-06-02
319;10;2021-06-15
0;32;2021-06-06
460;27;2021-06-23
313;35;2021-06-15
284;12;2021-06-13
312;8;2021-06-26
134;32;2021-06-18
419;19;2021-06-06
76;28;2021-06-13
473;19;2021-06-13
266;22;2021-06-17
242;49;2021-06-23
293;9;2021-06-15
222;24;2021-06-19
100;20;2021-06-25
49;38;2021-06-15
323;20;2021-06-28
270;23;2021-06-25
38;21;2021-06-28
180;13;2021-06-06
81;15;2021-06-19
382;14;2021-06-06
293;7;2021-06-27
404;11;2021-06-01
395;33;2021-06-23
97;36;2021-06-14
135;65;2021-06-23
140;25;2021-06-07
1;17;2021-06-20
439;9;2021-06-19
332;34;2021-06-14
242;7;2021-06-10
137;28;2021-06-10
460;10;2021-06-13
59;26;2021-06-14
463;19;2021-06-26
212;10;2021-06-05
146;23;2021-06-06
165;16;2021-06-06
259;15;2021-06-06
490;8;2021-06-01
400;27;2021-06-22
113;83;2021-06-13
246;22;2021-06-18
288;8;2021-06-03
108;30;2021-06-15
423;21;2021-06-18
304;20;2021-06-20
402;22;2021-06-13
43;25;2021-06-05
260;13;2021-06-03
247;26;2021-06-16
7;29;2021-06-08
283;10;2021-06-26
101;12;2021-06-25
27;142;2021-06-24
334;10;2021-06-25
173;7;2021-06-16
276;22;2021-06-22
336;4;2021-06-01
436;33;2021-06-24
446;8;2021-06-19
74;27;2021-06-05
394;15;2021-06-02
47;116;2021-06-13
225;10;2021-06-23
249;16;2021-06-12
396;27;2021-06-13
357;26;2021-06-12
221;26;2021-06-17
238;8;2021-06-07
318;21;2021-06-27
157;12;2021-06-04
274;16;2021-06-02
141;7;2021-06-21
352;31;2021-06-01
297;17;2021-06-28
206;8;2021-06-22
193;17;2021-06-15
55;10;2021-06-03
252;13;2021-06-07
132;39;2021-06-13
405;38;2021-06-14
360;24;2021-06-19
377;25;2021-06-26
383;9;2021-06-10
340;25;2021-06-12
100;21;2021-06-01
165;14;2021-06-04
40;126;2021-06-24
134;49;2021-06-23
444;36;2021-06-24
127;18;2021-06-01
401;10;2021-06-18
254;16;2021-06-19
372;8;2021-06-25
397;6;2021-06-15
100;27;2021-06-12
414;25;2021-06-28
148;44;2021-06-24
363;14;2021-06-05
378;12;2021-06-21
359;27;2021-06-02
124;20;2021-06-27
228;19;2021-06-17
382;18;2021-06-24
17;11;2021-06-19
268;21;2021-06-18
75;16;2021-06-05
179;18;2021-06-19
390;11;2021-06-02
338;10;2021-06-17
1;191;2021-06-13
326;12;2021-06-04
409;48;2021-06-24
327;5;2021-06-07
145;15;2021-06-04
35;13;2021-06-17
234;12;2021-06-13
176;12;2021-06-26
347;7;2021-06-04
146;22;2021-06-16
257;13;2021-06-22
315;20;2021-06-10
39;16;2021-06-09
382;10;2021-06-02
180;10;2021-06-08
373;10;2021-06-05
18;5;2021-06-21
363;30;2021-06-14
137;24;2021-06-18
186;15;2021-06-09
272;24;2021-06-17
414;23;2021-06-04
370;10;2021-06-10
40;108;2021-06-14
121;47;2021-06-24
420;29;2021-06-16
493;18;2021-06-23
49;8;2021-06-08
281;26;2021-06-02
284;13;2021-06-07
42;19;2021-06-28
336;21;2021-06-18
334;20;2021-06-15
373;13;2021-06-25
278;19;2021-06-15
252;18;2021-06-10
90;21;2021-06-28
155;35;2021-06-06
377;16;2021-06-03
353;7;2021-06-18
361;16;2021-06-16
12;4;2021-06-04
361;9;2021-06-27
131;12;2021-06-26
70;17;2021-06-12
280;43;2021-06-24
122;7;2021-06-09
116;25;2021-06-16
309;52;2021-06-13
248;17;2021-06-03
163;11;2021-06-16
395;19;2021-06-15
23;37;2021-06-26
262;5;2021-06-26
117;16;2021-06-16
200;22;2021-06-09
136;7;2021-06-27
162;11;2021-06-20
103;16;2021-06-03
228;33;2021-06-20
380;22;2021-06-15
302;12;2021-06-04
277;20;2021-06-16
372;27;2021-06-19
458;22;2021-06-15
357;8;2021-06-21
96;20;2021-06-12
87;11;2021-06-09
366;16;2021-06-03
102;57;2021-06-24
123;14;2021-06-07
345;14;2021-06-17
447;38;2021-06-20
190;67;2021-06-24
384;7;2021-06-27
25;21;2021-06-03
303;5;2021-06-18
466;15;2021-06-17
13;17;2021-06-10
453;14;2021-06-26
91;15;2021-06-01
55;10;2021-06-27
112;17;2021-06-03
51;30;2021-06-06
38;11;2021-06-19
303;10;2021-06-12
9;12;2021-06-25
257;36;2021-06-28
396;42;2021-06-01
88;15;2021-06-23
269;17;2021-06-05
75;14;2021-06-07
284;11;2021-06-06
105;12;2021-06-10
211;21;2021-06-07
218;14;2021-06-19
61;13;2021-06-16
322;15;2021-06-10
268;42;2021-06-21
140;11;2021-06-15
471;32;2021-06-25
361;25;2021-06-24
276;23;2021-06-12
164;37;2021-06-12
170;17;2021-06-18
79;104;2021-06-13
308;31;2021-06-21
467;17;2021-06-04
401;36;2021-06-24
471;18;2021-06-04
95;23;2021-06-07
454;26;2021-06-24
141;22;2021-06-17
342;14;2021-06-15
208;37;2021-06-08
48;13;2021-06-26
423;17;2021-06-11
24;16;2021-06-16
290;24;2021-06-02
31;18;2021-06-03
118;27;2021-06-16
9;8;2021-06-27
300;5;2021-06-07
323;12;2021-06-22
340;11;2021-06-06
206;25;2021-06-11
157;40;2021-06-24
61;15;2021-06-21
443;5;2021-06-03
461;18;2021-06-12
75;13;2021-06-02
110;14;2021-06-02
166;37;2021-06-13
377;34;2021-06-23
164;16;2021-06-18
0;17;2021-06-02
202;14;2021-06-09
348;11;2021-06-07
126;8;2021-06-05
284;16;2021-06-22
237;10;2021-06-07
22;12;2021-06-15
195;41;2021-06-23
347;25;2021-06-02
305;33;2021-06-13
273;42;2021-06-14
317;31;2021-06-05
89;19;2021-06-23
327;20;2021-06-05
259;18;2021-06-05
128;13;2021-06-21
186;12;2021-06-10
234;14;2021-06-01
337;18;2021-06-25
404;16;2021-06-08
434;20;2021-06-28
247;23;2021-06-28
388;21;2021-06-19
36;4;2021-06-08
150;72;2021-06-24
410;29;2021-06-03
394;13;2021-06-18
285;61;2021-06-13
0;1012;2021-06-24
332;18;2021-06-17
48;9;2021-06-16
331;17;2021-06-17
305;19;2021-06-01
186;22;2021-06-22
305;28;2021-06-18
173;38;2021-06-19
469;25;2021-06-14
232;13;2021-06-21
450;20;2021-06-01
110;15;2021-06-04
298;11;2021-06-17
323;29;2021-06-14
363;7;2021-06-17
22;8;2021-06-09
151;16;2021-06-07
149;27;2021-06-14
414;10;2021-06-02
117;52;2021-06-23
152;36;2021-06-23
8;19;2021-06-28
306;10;2021-06-28
195;15;2021-06-16
195;19;2021-06-11
201;6;2021-06-20
53;17;2021-06-21
384;8;2021-06-13
118;12;2021-06-20
240;28;2021-06-23
15;18;2021-06-16
75;19;2021-06-26
461;14;2021-06-04
154;16;2021-06-23
265;21;2021-06-15
85;5;2021-06-04
28;16;2021-06-27
334;32;2021-06-16
346;18;2021-06-27
206;23;2021-06-27
12;24;2021-06-16
71;11;2021-06-03
242;20;2021-06-01
320;26;2021-06-01
47;35;2021-06-25
81;17;2021-06-15
323;12;2021-06-11
394;19;2021-06-22
267;19;2021-06-12
423;5;2021-06-05
364;12;2021-06-12
308;24;2021-06-02
353;18;2021-06-07
46;29;2021-06-04
49;121;2021-06-14
320;14;2021-06-14
389;14;2021-06-21
310;11;2021-06-07
316;17;2021-06-15
18;6;2021-06-22
248;15;2021-06-09
15;22;2021-06-20
101;4;2021-06-22
177;22;2021-06-12
371;8;2021-06-21
454;10;2021-06-09
160;12;2021-06-21
445;9;2021-06-26
35;26;2021-06-10
325;13;2021-06-22
315;11;2021-06-09
31;15;2021-06-22
183;15;2021-06-12
490;11;2021-06-05
493;10;2021-06-08
11;148;2021-06-14
44;14;2021-06-04
206;23;2021-06-08
372;9;2021-06-27
229;6;2021-06-11
76;34;2021-06-19
145;29;2021-06-20
277;12;2021-06-17
220;19;2021-06-25
257;37;2021-06-14
461;5;2021-06-25
359;11;2021-06-08
249;50;2021-06-24
393;18;2021-06-07
364;16;2021-06-10
395;9;2021-06-02
290;17;2021-06-22
35;40;2021-06-23
200;14;2021-06-27
243;27;2021-06-04
51;28;2021-06-27
235;17;2021-06-19
459;22;2021-06-05
55;19;2021-06-25
391;12;2021-06-11
393;32;2021-06-25
158;5;2021-06-01
295;12;2021-06-16
348;14;2021-06-27
116;10;2021-06-18
180;55;2021-06-13
209;19;2021-06-02
495;19;2021-06-18
336;14;2021-06-17
281;21;2021-06-04
217;17;2021-06-21
45;30;2021-06-16
126;17;2021-06-20
360;13;2021-06-02
3;13;2021-06-02
99;91;2021-06-13
209;46;2021-06-23
490;15;2021-06-04
224;8;2021-06-20
292;30;2021-06-19
492;42;2021-06-14
86;17;2021-06-25
86;8;2021-06-21
304;18;2021-06-26
237;17;2021-06-03
372;5;2021-06-08
473;10;2021-06-22
90;20;2021-06-05
412;15;2021-06-20
94;16;2021-06-28
27;28;2021-06-18
356;23;2021-06-02
186;11;2021-06-11
108;22;2021-06-20
252;9;2021-06-11
445;13;2021-06-14
9;11;2021-06-16
59;25;2021-06-03
77;105;2021-06-13
254;47;2021-06-24
122;8;2021-06-07
401;19;2021-06-28
126;10;2021-06-26
319;32;2021-06-02
354;17;2021-06-06
121;37;2021-06-13
324;16;2021-06-22
356;16;2021-06-17
137;8;2021-06-08
186;20;2021-06-18
388;17;2021-06-18
178;16;2021-06-17
52;13;2021-06-26
120;20;2021-06-15
490;6;2021-06-27
284;18;2021-06-02
100;58;2021-06-24
156;4;2021-06-25
343;9;2021-06-10
1;16;2021-06-03
69;5;2021-06-12
23;25;2021-06-20
245;9;2021-06-28
108;23;2021-06-16
37;16;2021-06-22
368;22;2021-06-12
318;13;2021-06-02
346;21;2021-06-15
58;20;2021-06-09
336;17;2021-06-20
141;15;2021-06-12
193;18;2021-06-16
259;12;2021-06-23
493;16;2021-06-11
104;15;2021-06-18
442;9;2021-06-18
170;12;2021-06-08
455;18;2021-06-18
3;17;2021-06-12
373;14;2021-06-10
199;7;2021-06-03
350;17;2021-06-16
113;12;2021-06-11
93;30;2021-06-23
423;17;2021-06-15
378;14;2021-06-07
19;163;2021-06-13
481;13;2021-06-21
388;25;2021-06-14
46;20;2021-06-26
294;8;2021-06-22
250;8;2021-06-05
210;26;2021-06-25
149;17;2021-06-05
30;5;2021-06-21
452;24;2021-06-22
63;16;2021-06-17
99;17;2021-06-05
93;12;2021-06-22
147;26;2021-06-15
279;10;2021-06-07
52;8;2021-06-25
187;25;2021-06-21
96;11;2021-06-09
149;17;2021-06-16
401;23;2021-06-23
368;13;2021-06-03
62;23;2021-06-15
66;59;2021-06-14
249;30;2021-06-21
381;22;2021-06-15
340;13;2021-06-11
387;9;2021-06-27
29;8;2021-06-08
245;31;2021-06-16
73;17;2021-06-27
17;9;2021-06-09
138;10;2021-06-17
